paper,id,session,inter,c,opp_c,payoff,delta,g,l
Aoyagi and Frechette 2009,1672,100,8,"[-1, -1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, -1]","[1, -1, -1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1.33333333, 0.0, -0.11111111, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.33333333]",0.9,0.33333333,0.11111111
Aoyagi and Frechette 2009,1673,100,1,"[1, 1, 1, 1]","[1, 1, 1, 1]","[1.0, 1.0, 1.0, 1.0]",0.9,0.33333333,0.11111111
Aoyagi and Frechette 2009,1673,100,2,"[1, -1, -1, -1, -1, -1, -1, -1, -1, 1, 1, 1, -1, -1, 1, 1]","[-1, -1, 1, 1, 1, -1, -1, -1, -1, -1, 1, 1, 1, -1, 1, 1]","[-0.11111111, 0.0, 1.33333333, 1.33333333, 1.33333333, 0.0, 0.0, 0.0, 0.0, -0.11111111, 1.0, 1.0, 1.33333333, 0.0, 1.0, 1.0]",0.9,0.33333333,0.11111111
Aoyagi and Frechette 2009,1673,100,3,"[1, 1, 1]","[1, 1, 1]","[1.0, 1.0, 1.0]",0.9,0.33333333,0.11111111
Aoyagi and Frechette 2009,1673,100,4,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0.9,0.33333333,0.11111111
Aoyagi and Frechette 2009,1673,100,5,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","[1.0, 1.0, 1.0, 1.0, 1.0]",0.9,0.33333333,0.11111111
Aoyagi and Frechette 2009,1673,100,6,"[1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0.9,0.33333333,0.11111111
Aoyagi and Frechette 2009,1673,100,7,"[1, 1]","[1, 1]","[1.0, 1.0]",0.9,0.33333333,0.11111111
Aoyagi and Frechette 2009,1673,100,8,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0.9,0.33333333,0.11111111
Aoyagi and Frechette 2009,1674,100,1,"[1, 1, 1, -1]","[1, -1, 1, 1]","[1.0, -0.11111111, 1.0, 1.33333333]",0.9,0.33333333,0.11111111
Aoyagi and Frechette 2009,1674,100,2,"[1, -1, 1, -1, -1, -1, -1, -1, -1, -1, -1, 1, -1, -1, -1, 1]","[-1, -1, -1, -1, -1, -1, -1, -1, 1, -1, -1, -1, 1, -1, -1, -1]","[-0.11111111, 0.0, -0.11111111, 0.0, 0.0, 0.0, 0.0, 0.0, 1.33333333, 0.0, 0.0, -0.11111111, 1.33333333, 0.0, 0.0, -0.11111111]",0.9,0.33333333,0.11111111
Aoyagi and Frechette 2009,1674,100,3,"[1, 1, 1]","[1, 1, 1]","[1.0, 1.0, 1.0]",0.9,0.33333333,0.11111111
Aoyagi and Frechette 2009,1674,100,4,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0.9,0.33333333,0.11111111
Aoyagi and Frechette 2009,1674,100,5,"[1, 1, 1, 1, -1]","[1, 1, 1, -1, 1]","[1.0, 1.0, 1.0, -0.11111111, 1.33333333]",0.9,0.33333333,0.11111111
Aoyagi and Frechette 2009,1674,100,6,"[1, 1, 1, -1, 1, -1]","[1, 1, -1, 1, -1, -1]","[1.0, 1.0, -0.11111111, 1.33333333, -0.11111111, 0.0]",0.9,0.33333333,0.11111111
Aoyagi and Frechette 2009,1674,100,7,"[1, 1]","[1, 1]","[1.0, 1.0]",0.9,0.33333333,0.11111111
Aoyagi and Frechette 2009,1674,100,8,"[1, -1, -1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[-1, -1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, -1]","[-0.11111111, 0.0, 1.33333333, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, -0.11111111]",0.9,0.33333333,0.11111111
Aoyagi and Frechette 2009,1675,100,1,"[1, 1, 1, 1]","[1, -1, 1, -1]","[1.0, -0.11111111, 1.0, -0.11111111]",0.9,0.33333333,0.11111111
Aoyagi and Frechette 2009,1675,100,2,"[1, 1, 1, -1, 1, -1, -1, 1, -1, 1, -1, -1, 1, 1, 1, 1]","[-1, 1, -1, 1, 1, 1, 1, -1, 1, -1, -1, 1, 1, 1, 1, 1]","[-0.11111111, 1.0, -0.11111111, 1.33333333, 1.0, 1.33333333, 1.33333333, -0.11111111, 1.33333333, -0.11111111, 0.0, 1.33333333, 1.0, 1.0, 1.0, 1.0]",0.9,0.33333333,0.11111111
Aoyagi and Frechette 2009,1675,100,3,"[1, 1, 1]","[1, 1, 1]","[1.0, 1.0, 1.0]",0.9,0.33333333,0.11111111
Aoyagi and Frechette 2009,1675,100,4,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0.9,0.33333333,0.11111111
Aoyagi and Frechette 2009,1675,100,5,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","[1.0, 1.0, 1.0, 1.0, 1.0]",0.9,0.33333333,0.11111111
Aoyagi and Frechette 2009,1675,100,6,"[1, 1, 1, 1, 1, 1]","[-1, 1, 1, 1, 1, 1]","[-0.11111111, 1.0, 1.0, 1.0, 1.0, 1.0]",0.9,0.33333333,0.11111111
Aoyagi and Frechette 2009,1675,100,7,"[1, 1]","[1, 1]","[1.0, 1.0]",0.9,0.33333333,0.11111111
Aoyagi and Frechette 2009,1675,100,8,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, -1, -1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, -1, -1, -1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, -0.11111111, -0.11111111, 0.0, 1.33333333, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0.9,0.33333333,0.11111111
Aoyagi and Frechette 2009,1676,100,1,"[1, 1, 1, 1]","[1, 1, 1, 1]","[1.0, 1.0, 1.0, 1.0]",0.9,0.33333333,0.11111111
Aoyagi and Frechette 2009,1676,100,2,"[1, 1, -1, -1, 1, -1, -1, -1, -1, -1, -1, 1, -1, 1, -1, -1]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[-0.11111111, -0.11111111, 0.0, 0.0, -0.11111111, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.11111111, 0.0, -0.11111111, 0.0, 0.0]",0.9,0.33333333,0.11111111
Aoyagi and Frechette 2009,1676,100,3,"[1, 1, -1]","[1, 1, 1]","[1.0, 1.0, 1.33333333]",0.9,0.33333333,0.11111111
Aoyagi and Frechette 2009,1676,100,4,"[-1, -1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, -1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1.33333333, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0.9,0.33333333,0.11111111
Aoyagi and Frechette 2009,1676,100,5,"[1, -1, -1, -1, 1]","[1, 1, 1, -1, -1]","[1.0, 1.33333333, 1.33333333, 0.0, -0.11111111]",0.9,0.33333333,0.11111111
Aoyagi and Frechette 2009,1676,100,6,"[1, 1, -1, 1, -1, -1]","[1, 1, 1, -1, 1, -1]","[1.0, 1.0, 1.33333333, -0.11111111, 1.33333333, 0.0]",0.9,0.33333333,0.11111111
Aoyagi and Frechette 2009,1676,100,7,"[1, 1]","[1, 1]","[1.0, 1.0]",0.9,0.33333333,0.11111111
Aoyagi and Frechette 2009,1676,100,8,"[1, 1, 1, 1, 1, 1, 1, 1, 1, -1, -1, -1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, -1, -1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.33333333, 1.33333333, 0.0, -0.11111111, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0.9,0.33333333,0.11111111
Aoyagi and Frechette 2009,1677,100,1,"[1, 1, -1, -1]","[1, 1, 1, -1]","[1.0, 1.0, 1.33333333, 0.0]",0.9,0.33333333,0.11111111
Aoyagi and Frechette 2009,1677,100,2,"[1, 1, 1, 1, -1, -1, -1, -1, -1, 1, -1, -1, -1, -1, -1, -1]","[1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[1.0, -0.11111111, -0.11111111, -0.11111111, 0.0, 0.0, 0.0, 0.0, 0.0, -0.11111111, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.9,0.33333333,0.11111111
Aoyagi and Frechette 2009,1677,100,3,"[-1, 1, -1]","[-1, -1, 1]","[0.0, -0.11111111, 1.33333333]",0.9,0.33333333,0.11111111
Aoyagi and Frechette 2009,1677,100,4,"[1, -1, -1, 1, -1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[-1, -1, 1, -1, -1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[-0.11111111, 0.0, 1.33333333, -0.11111111, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0.9,0.33333333,0.11111111
Aoyagi and Frechette 2009,1677,100,5,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","[1.0, 1.0, 1.0, 1.0, 1.0]",0.9,0.33333333,0.11111111
Aoyagi and Frechette 2009,1677,100,6,"[1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0.9,0.33333333,0.11111111
Aoyagi and Frechette 2009,1677,100,7,"[1, 1]","[1, 1]","[1.0, 1.0]",0.9,0.33333333,0.11111111
Aoyagi and Frechette 2009,1677,100,8,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0.9,0.33333333,0.11111111
Aoyagi and Frechette 2009,1678,100,1,"[-1, 1, -1, 1]","[-1, -1, -1, -1]","[0.0, -0.11111111, 0.0, -0.11111111]",0.9,0.33333333,0.11111111
Aoyagi and Frechette 2009,1678,100,2,"[1, -1, 1, 1, -1, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[1, 1, 1, -1, -1, 1, 1, 1, -1, -1, 1, 1, -1, 1, -1, -1]","[1.0, 1.33333333, 1.0, -0.11111111, 0.0, 1.0, 1.33333333, 1.33333333, 0.0, 0.0, 1.33333333, 1.33333333, 0.0, 1.33333333, 0.0, 0.0]",0.9,0.33333333,0.11111111
Aoyagi and Frechette 2009,1678,100,3,"[1, 1, 1]","[1, 1, 1]","[1.0, 1.0, 1.0]",0.9,0.33333333,0.11111111
Aoyagi and Frechette 2009,1678,100,4,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0.9,0.33333333,0.11111111
Aoyagi and Frechette 2009,1678,100,5,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","[1.0, 1.0, 1.0, 1.0, 1.0]",0.9,0.33333333,0.11111111
Aoyagi and Frechette 2009,1678,100,6,"[1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0.9,0.33333333,0.11111111
Aoyagi and Frechette 2009,1678,100,7,"[1, 1]","[1, 1]","[1.0, 1.0]",0.9,0.33333333,0.11111111
Aoyagi and Frechette 2009,1678,100,8,"[1, -1, 1, -1, -1, 1, 1, 1, 1, 1, -1, 1, -1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[-1, -1, -1, -1, 1, 1, 1, 1, 1, -1, 1, -1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[-0.11111111, 0.0, -0.11111111, 0.0, 1.33333333, 1.0, 1.0, 1.0, 1.0, -0.11111111, 1.33333333, -0.11111111, 1.33333333, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0.9,0.33333333,0.11111111
Aoyagi and Frechette 2009,1679,100,1,"[1, 1, 1, 1]","[1, 1, -1, -1]","[1.0, 1.0, -0.11111111, -0.11111111]",0.9,0.33333333,0.11111111
Aoyagi and Frechette 2009,1679,100,2,"[1, 1, 1, -1, 1, -1, 1, -1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, -1, 1, 1, 1, -1, -1, 1, 1, 1, 1, 1, 1, 1, 1]","[1.0, 1.0, -0.11111111, 1.33333333, 1.0, 1.33333333, -0.11111111, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0.9,0.33333333,0.11111111
Aoyagi and Frechette 2009,1679,100,3,"[1, 1, 1]","[1, 1, 1]","[1.0, 1.0, 1.0]",0.9,0.33333333,0.11111111
Aoyagi and Frechette 2009,1679,100,4,"[1, 1, 1, 1, 1, 1, -1, -1, -1, 1, 1, 1, 1, 1, 1, -1]","[1, 1, 1, 1, 1, -1, 1, 1, 1, 1, 1, 1, 1, 1, -1, -1]","[1.0, 1.0, 1.0, 1.0, 1.0, -0.11111111, 1.33333333, 1.33333333, 1.33333333, 1.0, 1.0, 1.0, 1.0, 1.0, -0.11111111, 0.0]",0.9,0.33333333,0.11111111
Aoyagi and Frechette 2009,1679,100,5,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","[1.0, 1.0, 1.0, 1.0, 1.0]",0.9,0.33333333,0.11111111
Aoyagi and Frechette 2009,1679,100,6,"[1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0.9,0.33333333,0.11111111
Aoyagi and Frechette 2009,1679,100,7,"[1, 1]","[1, 1]","[1.0, 1.0]",0.9,0.33333333,0.11111111
Aoyagi and Frechette 2009,1679,100,8,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0.9,0.33333333,0.11111111
Aoyagi and Frechette 2009,1680,100,1,"[1, 1, -1, 1]","[1, -1, -1, 1]","[1.0, -0.11111111, 0.0, 1.0]",0.9,0.33333333,0.11111111
Aoyagi and Frechette 2009,1680,100,2,"[1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[1, 1, 1, 1, -1, -1, -1, -1, -1, 1, -1, -1, -1, -1, -1, -1]","[1.0, 1.33333333, 1.33333333, 1.33333333, 0.0, 0.0, 0.0, 0.0, 0.0, 1.33333333, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.9,0.33333333,0.11111111
Aoyagi and Frechette 2009,1680,100,3,"[-1, -1, -1]","[1, 1, -1]","[1.33333333, 1.33333333, 0.0]",0.9,0.33333333,0.11111111
Aoyagi and Frechette 2009,1680,100,4,"[-1, -1, 1, -1, -1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, -1, -1, 1, -1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1.33333333, 0.0, -0.11111111, 1.33333333, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0.9,0.33333333,0.11111111
Aoyagi and Frechette 2009,1680,100,5,"[-1, 1, 1, 1, -1]","[1, 1, 1, -1, 1]","[1.33333333, 1.0, 1.0, -0.11111111, 1.33333333]",0.9,0.33333333,0.11111111
Aoyagi and Frechette 2009,1680,100,6,"[-1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1]","[1.33333333, 1.0, 1.0, 1.0, 1.0, 1.0]",0.9,0.33333333,0.11111111
Aoyagi and Frechette 2009,1680,100,7,"[-1, -1]","[1, -1]","[1.33333333, 0.0]",0.9,0.33333333,0.11111111
Aoyagi and Frechette 2009,1680,100,8,"[-1, -1, -1, -1, 1, 1, 1, 1, 1, -1, 1, -1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, -1, 1, -1, -1, 1, 1, 1, 1, 1, -1, 1, -1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1.33333333, 0.0, 1.33333333, 0.0, -0.11111111, 1.0, 1.0, 1.0, 1.0, 1.33333333, -0.11111111, 1.33333333, -0.11111111, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0.9,0.33333333,0.11111111
Aoyagi and Frechette 2009,1681,100,1,"[1, 1, 1, -1]","[1, 1, -1, -1]","[1.0, 1.0, -0.11111111, 0.0]",0.9,0.33333333,0.11111111
Aoyagi and Frechette 2009,1681,100,2,"[1, 1, -1, 1, 1, 1, -1, -1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, -1, 1, -1, 1, -1, 1, 1, 1, 1, 1, 1, 1, 1]","[1.0, 1.0, 1.33333333, -0.11111111, 1.0, -0.11111111, 1.33333333, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0.9,0.33333333,0.11111111
Aoyagi and Frechette 2009,1681,100,3,"[1, -1, 1]","[-1, 1, 1]","[-0.11111111, 1.33333333, 1.0]",0.9,0.33333333,0.11111111
Aoyagi and Frechette 2009,1681,100,4,"[-1, -1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, -1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1.33333333, 1.33333333, -0.11111111, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0.9,0.33333333,0.11111111
Aoyagi and Frechette 2009,1681,100,5,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","[1.0, 1.0, 1.0, 1.0, 1.0]",0.9,0.33333333,0.11111111
Aoyagi and Frechette 2009,1681,100,6,"[1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0.9,0.33333333,0.11111111
Aoyagi and Frechette 2009,1681,100,7,"[1, 1]","[1, 1]","[1.0, 1.0]",0.9,0.33333333,0.11111111
Aoyagi and Frechette 2009,1681,100,8,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0.9,0.33333333,0.11111111
Aoyagi and Frechette 2009,1682,100,1,"[1, -1, -1, 1]","[-1, -1, 1, -1]","[-0.11111111, 0.0, 1.33333333, -0.11111111]",0.9,0.33333333,0.11111111
Aoyagi and Frechette 2009,1682,100,2,"[-1, 1, -1, 1, 1, 1, 1, -1, 1, -1, -1, 1, 1, 1, 1, 1]","[1, 1, 1, -1, 1, -1, -1, 1, -1, 1, -1, -1, 1, 1, 1, 1]","[1.33333333, 1.0, 1.33333333, -0.11111111, 1.0, -0.11111111, -0.11111111, 1.33333333, -0.11111111, 1.33333333, 0.0, -0.11111111, 1.0, 1.0, 1.0, 1.0]",0.9,0.33333333,0.11111111
Aoyagi and Frechette 2009,1682,100,3,"[1, 1, 1]","[1, 1, 1]","[1.0, 1.0, 1.0]",0.9,0.33333333,0.11111111
Aoyagi and Frechette 2009,1682,100,4,"[1, -1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[-1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[-0.11111111, 1.33333333, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0.9,0.33333333,0.11111111
Aoyagi and Frechette 2009,1682,100,5,"[-1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","[1.33333333, 1.0, 1.0, 1.0, 1.0]",0.9,0.33333333,0.11111111
Aoyagi and Frechette 2009,1682,100,6,"[1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0.9,0.33333333,0.11111111
Aoyagi and Frechette 2009,1682,100,7,"[1, 1]","[1, 1]","[1.0, 1.0]",0.9,0.33333333,0.11111111
Aoyagi and Frechette 2009,1682,100,8,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0.9,0.33333333,0.11111111
Aoyagi and Frechette 2009,1683,100,1,"[1, -1, -1, 1]","[-1, -1, -1, 1]","[-0.11111111, 0.0, 0.0, 1.0]",0.9,0.33333333,0.11111111
Aoyagi and Frechette 2009,1683,100,2,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0.9,0.33333333,0.11111111
Aoyagi and Frechette 2009,1683,100,3,"[1, 1, 1]","[1, 1, 1]","[1.0, 1.0, 1.0]",0.9,0.33333333,0.11111111
Aoyagi and Frechette 2009,1683,100,4,"[1, 1, -1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[-1, -1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[-0.11111111, -0.11111111, 1.33333333, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0.9,0.33333333,0.11111111
Aoyagi and Frechette 2009,1683,100,5,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","[1.0, 1.0, 1.0, 1.0, 1.0]",0.9,0.33333333,0.11111111
Aoyagi and Frechette 2009,1683,100,6,"[1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0.9,0.33333333,0.11111111
Aoyagi and Frechette 2009,1683,100,7,"[1, 1]","[1, 1]","[1.0, 1.0]",0.9,0.33333333,0.11111111
Aoyagi and Frechette 2009,1683,100,8,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0.9,0.33333333,0.11111111
Aoyagi and Frechette 2009,1684,100,1,"[1, -1, -1, 1]","[1, 1, -1, 1]","[1.0, 1.33333333, 0.0, 1.0]",0.9,0.33333333,0.11111111
Aoyagi and Frechette 2009,1684,100,2,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0.9,0.33333333,0.11111111
Aoyagi and Frechette 2009,1684,100,3,"[1, 1, 1]","[1, 1, 1]","[1.0, 1.0, 1.0]",0.9,0.33333333,0.11111111
Aoyagi and Frechette 2009,1684,100,4,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0.9,0.33333333,0.11111111
Aoyagi and Frechette 2009,1684,100,5,"[1, 1, 1, -1, 1]","[-1, 1, 1, 1, -1]","[-0.11111111, 1.0, 1.0, 1.33333333, -0.11111111]",0.9,0.33333333,0.11111111
